component_id,component_size,component_crosses_split,threshold,exact_hash_duplicate,image_id,split,site_id,site_profile,risk_stratum,image_hash,image_path
PHASH_000001,69,True,4,False,ISIC_0025477,val,SYN_RURAL_like,RURAL_like,very_low,66d8996676d8da21,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0025477.jpg
PHASH_000001,69,True,4,False,ISIC_0025505,train,SYN_HAM_like,HAM_like,very_low,e6ea99666698da21,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0025505.jpg
PHASH_000001,69,True,4,False,ISIC_0026165,train,SYN_RURAL_like,RURAL_like,very_low,6632996666999967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026165.jpg
PHASH_000001,69,True,4,False,ISIC_0026347,train,SYN_HAM_like,HAM_like,very_low,66c99b66649ad961,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026347.jpg
PHASH_000001,69,True,4,False,ISIC_0026498,val,SYN_HAM_like,HAM_like,very_low,663199c4661b9b67,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026498.jpg
PHASH_000001,69,True,4,False,ISIC_0026711,train,SYN_RURAL_like,RURAL_like,very_low,66fa9b6666989861,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026711.jpg
PHASH_000001,69,True,4,False,ISIC_0026922,test,SYN_RURAL_like,RURAL_like,very_low,e619996666999963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026922.jpg
PHASH_000001,69,True,4,False,ISIC_0026987,train,SYN_BCN_like,BCN_like,very_low,66db9966669ad421,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026987.jpg
PHASH_000001,69,True,4,False,ISIC_0027443,train,SYN_HAM_like,HAM_like,very_low,64999b6664993967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027443.jpg
PHASH_000001,69,True,4,False,ISIC_0027538,train,SYN_HAM_like,HAM_like,very_low,ee1a9966649a9b61,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027538.jpg
PHASH_000001,69,True,4,False,ISIC_0027627,train,SYN_BCN_like,BCN_like,very_low,66dc99666698b961,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027627.jpg
PHASH_000001,69,True,4,False,ISIC_0027756,val,SYN_BCN_like,BCN_like,very_low,66da99666e98dc21,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027756.jpg
PHASH_000001,69,True,4,False,ISIC_0027797,test,SYN_HAM_like,HAM_like,high,669b996666999961,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027797.jpg
PHASH_000001,69,True,4,False,ISIC_0028030,train,SYN_MSK_like,MSK_like,very_low,249b996626999b67,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028030.jpg
PHASH_000001,69,True,4,False,ISIC_0028139,train,SYN_MSK_like,MSK_like,very_low,e65899666699db21,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028139.jpg
PHASH_000001,69,True,4,False,ISIC_0028504,test,SYN_BCN_like,BCN_like,very_low,663a996666999965,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028504.jpg
PHASH_000001,69,True,4,False,ISIC_0028809,train,SYN_MSK_like,MSK_like,very_low,66da9b666698d521,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028809.jpg
PHASH_000001,69,True,4,False,ISIC_0028951,train,SYN_HAM_like,HAM_like,very_low,663ad9666698cb23,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028951.jpg
PHASH_000001,69,True,4,False,ISIC_0028963,test,SYN_BCN_like,BCN_like,very_low,669b99666698d923,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028963.jpg
PHASH_000001,69,True,4,False,ISIC_0029026,train,SYN_MSK_like,MSK_like,very_low,649ad96666d9d823,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029026.jpg
PHASH_000001,69,True,4,False,ISIC_0029313,test,SYN_BCN_like,BCN_like,very_low,64d999266699cb65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029313.jpg
PHASH_000001,69,True,4,False,ISIC_0029480,train,SYN_HAM_like,HAM_like,high,e6d9996664989963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029480.jpg
PHASH_000001,69,True,4,False,ISIC_0029975,train,SYN_MSK_like,MSK_like,very_low,6699d96666999923,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029975.jpg
PHASH_000001,69,True,4,False,ISIC_0030061,train,SYN_HAM_like,HAM_like,very_low,e6d999666698da21,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030061.jpg
PHASH_000001,69,True,4,False,ISIC_0030162,test,SYN_MSK_like,MSK_like,very_low,663399e466999965,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030162.jpg
PHASH_000001,69,True,4,False,ISIC_0030251,train,SYN_HAM_like,HAM_like,very_low,6699996666999963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030251.jpg
PHASH_000001,69,True,4,False,ISIC_0030255,train,SYN_BCN_like,BCN_like,high,669199666699d34b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030255.jpg
PHASH_000001,69,True,4,False,ISIC_0030508,test,SYN_BCN_like,BCN_like,very_low,649999666699cb65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030508.jpg
PHASH_000001,69,True,4,False,ISIC_0030663,train,SYN_MSK_like,MSK_like,very_low,64df9966669a1961,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030663.jpg
PHASH_000001,69,True,4,False,ISIC_0031042,train,SYN_MSK_like,MSK_like,very_low,a699196666999967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031042.jpg
PHASH_000001,69,True,4,False,ISIC_0031064,train,SYN_HAM_like,HAM_like,very_low,669b9966649a9b61,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031064.jpg
PHASH_000001,69,True,4,False,ISIC_0031451,train,SYN_BCN_like,BCN_like,very_low,6e9999666e98b921,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031451.jpg
PHASH_000001,69,True,4,False,ISIC_0031838,val,SYN_RURAL_like,RURAL_like,very_low,669299666699db23,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031838.jpg
PHASH_000001,69,True,4,False,ISIC_0031932,train,SYN_BCN_like,BCN_like,very_low,6699db666698b921,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031932.jpg
PHASH_000001,69,True,4,False,ISIC_0031933,train,SYN_MSK_like,MSK_like,very_low,669b996666989963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031933.jpg
PHASH_000001,69,True,4,False,ISIC_0031950,test,SYN_BCN_like,BCN_like,very_low,6499996666993a67,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031950.jpg
PHASH_000001,69,True,4,False,ISIC_0032195,train,SYN_MSK_like,MSK_like,very_low,a699996666999b61,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0032195.jpg
PHASH_000001,69,True,4,False,ISIC_0032228,train,SYN_MSK_like,MSK_like,very_low,6699996666999965,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0032228.jpg
PHASH_000001,69,True,4,False,ISIC_0032475,val,SYN_RURAL_like,RURAL_like,very_low,669b99e6669a9861,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0032475.jpg
PHASH_000001,69,True,4,False,ISIC_0032496,train,SYN_MSK_like,MSK_like,very_low,663199cc669b9965,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0032496.jpg
PHASH_000001,69,True,4,False,ISIC_0033237,test,SYN_RURAL_like,RURAL_like,very_low,e69999666698b263,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0033237.jpg
PHASH_000001,69,True,4,False,ISIC_0033561,train,SYN_RURAL_like,RURAL_like,very_low,669999666699d865,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0033561.jpg
PHASH_000001,69,True,4,False,ISIC_0033598,test,SYN_BCN_like,BCN_like,very_low,6499996666999967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0033598.jpg
PHASH_000001,69,True,4,False,ISIC_0033982,test,SYN_RURAL_like,RURAL_like,very_low,a69a99666698d963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0033982.jpg
PHASH_000001,69,True,4,False,ISIC_0034206,test,SYN_MSK_like,MSK_like,very_low,649bd966649a9963,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0034206.jpg
PHASH_000001,69,True,4,False,ISIC_0056092,train,SYN_HAM_like,HAM_like,high,661199e46699d967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056092.jpg
PHASH_000001,69,True,4,False,ISIC_0057960,train,SYN_HAM_like,HAM_like,high,669a992666999967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0057960.jpg
PHASH_000001,69,True,4,False,ISIC_0061316,train,SYN_MSK_like,MSK_like,moderate,e6991964e69b3865,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061316.jpg
PHASH_000001,69,True,4,False,ISIC_0061807,train,SYN_RURAL_like,RURAL_like,very_low,6699996666999665,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061807.jpg
PHASH_000001,69,True,4,False,ISIC_0061932,train,SYN_MSK_like,MSK_like,very_low,ae31996466999967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061932.jpg
PHASH_000001,69,True,4,False,ISIC_0062605,train,SYN_BCN_like,BCN_like,very_low,663299662699db27,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062605.jpg
PHASH_000001,69,True,4,False,ISIC_0065517,train,SYN_RURAL_like,RURAL_like,very_low,e699996666993865,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065517.jpg
PHASH_000001,69,True,4,False,ISIC_0067214,train,SYN_RURAL_like,RURAL_like,very_low,6499d96666991a67,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067214.jpg
PHASH_000001,69,True,4,False,ISIC_0068791,test,SYN_RURAL_like,RURAL_like,moderate,349899666699d967,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068791.jpg
PHASH_000002,61,True,4,False,ISIC_0053484,train,SYN_RURAL_like,RURAL_like,low,3ec3f30cc33c1cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0053484.jpg
PHASH_000002,61,True,4,False,ISIC_0054137,train,SYN_RURAL_like,RURAL_like,moderate,38c3f90c63bc9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054137.jpg
PHASH_000002,61,True,4,False,ISIC_0055100,train,SYN_RURAL_like,RURAL_like,low,b3c3d90c69b4b643,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055100.jpg
PHASH_000002,61,True,4,False,ISIC_0055395,train,SYN_RURAL_like,RURAL_like,very_low,39c3f30c43bc9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055395.jpg
PHASH_000002,61,True,4,False,ISIC_0055475,train,SYN_RURAL_like,RURAL_like,moderate,1cc9f10e63bc9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055475.jpg
PHASH_000002,61,True,4,False,ISIC_0055485,val,SYN_RURAL_like,RURAL_like,moderate,3963f30c633c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055485.jpg
PHASH_000002,61,True,4,False,ISIC_0055762,train,SYN_BCN_like,BCN_like,moderate,9ce3794cc33c2cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055762.jpg
PHASH_000002,61,True,4,False,ISIC_0056045,train,SYN_HAM_like,HAM_like,low,38c3f30c43bcbcc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056045.jpg
PHASH_000002,61,True,4,False,ISIC_0056138,test,SYN_RURAL_like,RURAL_like,high,39c3d90e633c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056138.jpg
PHASH_000002,61,True,4,False,ISIC_0057145,test,SYN_RURAL_like,RURAL_like,moderate,38c3f30c4bbc3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0057145.jpg
PHASH_000002,61,True,4,False,ISIC_0057890,train,SYN_RURAL_like,RURAL_like,high,36c3d92c639c9c63,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0057890.jpg
PHASH_000002,61,True,4,False,ISIC_0058000,val,SYN_MSK_like,MSK_like,high,b4c3d386493cb6c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058000.jpg
PHASH_000002,61,True,4,False,ISIC_0058136,val,SYN_BCN_like,BCN_like,high,31c3f30e49bc36c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058136.jpg
PHASH_000002,61,True,4,False,ISIC_0058698,test,SYN_RURAL_like,RURAL_like,moderate,36c3d92ce69c1c63,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058698.jpg
PHASH_000002,61,True,4,False,ISIC_0059162,train,SYN_RURAL_like,RURAL_like,moderate,98e3730ccf343cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059162.jpg
PHASH_000002,61,True,4,False,ISIC_0059922,train,SYN_RURAL_like,RURAL_like,moderate,33c3f30c4bbcb443,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059922.jpg
PHASH_000002,61,True,4,False,ISIC_0060077,val,SYN_BCN_like,BCN_like,high,3cc3f30c633c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060077.jpg
PHASH_000002,61,True,4,False,ISIC_0060085,train,SYN_BCN_like,BCN_like,very_low,9cc3f30cc33c3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060085.jpg
PHASH_000002,61,True,4,False,ISIC_0060159,train,SYN_HAM_like,HAM_like,high,36c3d90c63bc9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060159.jpg
PHASH_000002,61,True,4,False,ISIC_0060180,train,SYN_BCN_like,BCN_like,moderate,34d3d94c63bc9c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060180.jpg
PHASH_000002,61,True,4,False,ISIC_0060260,train,SYN_RURAL_like,RURAL_like,low,b4e3d38c4934b6c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060260.jpg
PHASH_000002,61,True,4,False,ISIC_0060740,train,SYN_MSK_like,MSK_like,moderate,98c3f30ce334bcc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060740.jpg
PHASH_000002,61,True,4,False,ISIC_0061272,train,SYN_RURAL_like,RURAL_like,very_low,33cbdb0c69b49643,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061272.jpg
PHASH_000002,61,True,4,False,ISIC_0061311,train,SYN_RURAL_like,RURAL_like,moderate,36d3d94c23bc8c53,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061311.jpg
PHASH_000002,61,True,4,False,ISIC_0061490,test,SYN_RURAL_like,RURAL_like,moderate,9ee3718ec33c0cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061490.jpg
PHASH_000002,61,True,4,False,ISIC_0061590,train,SYN_RURAL_like,RURAL_like,very_low,b3cbd90c29b4964b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061590.jpg
PHASH_000002,61,True,4,False,ISIC_0061868,train,SYN_BCN_like,BCN_like,very_low,b2c3f30c4bbc34c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061868.jpg
PHASH_000002,61,True,4,False,ISIC_0062090,train,SYN_RURAL_like,RURAL_like,moderate,3cc3d30e63bc8cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062090.jpg
PHASH_000002,61,True,4,False,ISIC_0062601,test,SYN_RURAL_like,RURAL_like,moderate,3ce3f30c63bc8c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062601.jpg
PHASH_000002,61,True,4,False,ISIC_0063734,train,SYN_RURAL_like,RURAL_like,low,36c3f30cc7b43c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063734.jpg
PHASH_000002,61,True,4,False,ISIC_0064360,train,SYN_BCN_like,BCN_like,high,33c3d30c49bcb6c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064360.jpg
PHASH_000002,61,True,4,False,ISIC_0064637,train,SYN_RURAL_like,RURAL_like,very_low,36d3d90e63bc1c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064637.jpg
PHASH_000002,61,True,4,False,ISIC_0064852,train,SYN_RURAL_like,RURAL_like,very_low,33c3f30c493cb6c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064852.jpg
PHASH_000002,61,True,4,False,ISIC_0065314,train,SYN_RURAL_like,RURAL_like,moderate,1cc3f10e63bc9c63,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065314.jpg
PHASH_000002,61,True,4,False,ISIC_0065428,train,SYN_RURAL_like,RURAL_like,moderate,1cc3730ccf3c3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065428.jpg
PHASH_000002,61,True,4,False,ISIC_0065909,train,SYN_RURAL_like,RURAL_like,low,3cc3710ee33c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065909.jpg
PHASH_000002,61,True,4,False,ISIC_0066239,train,SYN_HAM_like,HAM_like,very_low,3cc3db0c63bc8cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066239.jpg
PHASH_000002,61,True,4,False,ISIC_0066345,train,SYN_HAM_like,HAM_like,low,3cc3730ccd3c36c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066345.jpg
PHASH_000002,61,True,4,False,ISIC_0066810,train,SYN_RURAL_like,RURAL_like,low,98c3730ccbbc3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066810.jpg
PHASH_000002,61,True,4,False,ISIC_0067035,train,SYN_RURAL_like,RURAL_like,low,18c3f38ec33c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067035.jpg
PHASH_000002,61,True,4,False,ISIC_0067297,val,SYN_BCN_like,BCN_like,moderate,b2c3f30ccbbc24c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067297.jpg
PHASH_000002,61,True,4,False,ISIC_0067746,train,SYN_RURAL_like,RURAL_like,moderate,3ac3f30cc3b4bc43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067746.jpg
PHASH_000002,61,True,4,False,ISIC_0067945,train,SYN_HAM_like,HAM_like,moderate,31c3d30c6bbcbc43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067945.jpg
PHASH_000002,61,True,4,False,ISIC_0067998,train,SYN_RURAL_like,RURAL_like,moderate,38c3d30cc7bc3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067998.jpg
PHASH_000002,61,True,4,False,ISIC_0068014,val,SYN_RURAL_like,RURAL_like,moderate,33c3d90c69bc36c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068014.jpg
PHASH_000002,61,True,4,False,ISIC_0068186,train,SYN_RURAL_like,RURAL_like,moderate,9ee3710cc33c3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068186.jpg
PHASH_000002,61,True,4,False,ISIC_0068187,train,SYN_BCN_like,BCN_like,very_low,36c9d924639c9e63,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068187.jpg
PHASH_000002,61,True,4,False,ISIC_0068717,val,SYN_BCN_like,BCN_like,high,34c3f30e493cb6c3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068717.jpg
PHASH_000002,61,True,4,False,ISIC_0068786,val,SYN_RURAL_like,RURAL_like,moderate,33c3da0d69bc3643,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068786.jpg
PHASH_000002,61,True,4,False,ISIC_0069561,val,SYN_MSK_like,MSK_like,very_low,1c7373ccc33c2cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069561.jpg
PHASH_000002,61,True,4,False,ISIC_0069799,train,SYN_RURAL_like,RURAL_like,moderate,18f3734cc33c3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069799.jpg
PHASH_000002,61,True,4,False,ISIC_0069830,val,SYN_BCN_like,BCN_like,very_low,9cd3714cc33c3cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069830.jpg
PHASH_000002,61,True,4,False,ISIC_0069868,train,SYN_RURAL_like,RURAL_like,moderate,1ccbb30e63bc8cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069868.jpg
PHASH_000002,61,True,4,False,ISIC_0069926,train,SYN_RURAL_like,RURAL_like,moderate,1cd3f34c63bc8c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069926.jpg
PHASH_000002,61,True,4,False,ISIC_0070624,train,SYN_BCN_like,BCN_like,very_low,3ec3b10ee33c1cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0070624.jpg
PHASH_000002,61,True,4,False,ISIC_0071709,val,SYN_RURAL_like,RURAL_like,moderate,3ce3d30e633c8cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071709.jpg
PHASH_000002,61,True,4,False,ISIC_0071808,train,SYN_RURAL_like,RURAL_like,high,36d3db0c63349cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071808.jpg
PHASH_000002,61,True,4,False,ISIC_0071864,train,SYN_MSK_like,MSK_like,moderate,1cc3b30ec33cbcc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071864.jpg
PHASH_000002,61,True,4,False,ISIC_0071932,test,SYN_RURAL_like,RURAL_like,moderate,3ac3f30c63bc9c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071932.jpg
PHASH_000002,61,True,4,False,ISIC_0072406,train,SYN_HAM_like,HAM_like,moderate,1cc3f30e233cdcc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072406.jpg
PHASH_000002,61,True,4,False,ISIC_0072646,test,SYN_RURAL_like,RURAL_like,moderate,38c9f30e633c9cc3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072646.jpg
PHASH_000003,55,True,4,False,ISIC_0001442_downsampled,val,SYN_RURAL_like,RURAL_like,very_low,7331cccc3133cf89,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0001442_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0004337_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,3333cecc3332ec89,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0004337_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0007796_downsampled,test,SYN_RURAL_like,RURAL_like,very_low,7333cc8c7333cc89,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0007796_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0010356,train,SYN_BCN_like,BCN_like,very_low,3333cccc3332cccb,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0010356.jpg
PHASH_000003,55,True,4,False,ISIC_0010598,val,SYN_BCN_like,BCN_like,very_low,1bb1cccc3332cccb,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0010598.jpg
PHASH_000003,55,True,4,False,ISIC_0012735_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,3331cccc3333c9cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012735_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0013257_downsampled,train,SYN_BCN_like,BCN_like,very_low,3331cccc3333cd8d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013257_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0013287_downsampled,val,SYN_RURAL_like,RURAL_like,very_low,3333cccc3133cccd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013287_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0014498_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,b363cccc3331c8cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0014498_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0014879_downsampled,train,SYN_BCN_like,BCN_like,very_low,3133cccc33338ccf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0014879_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0014942_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,63338c8c73739c8d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0014942_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0015026_downsampled,train,SYN_MSK_like,MSK_like,very_low,3133cece333344cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0015026_downsampled.jpg
PHASH_000003,55,True,4,False,ISIC_0015941_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,3333cccc1333e1cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0015941_downsampled.jpg
