exact_group_id,component_id,component_size,component_crosses_split,threshold,exact_hash_duplicate,image_id,split,site_id,site_profile,risk_stratum,image_hash,image_path
EXACT_PHASH_000011,PHASH_000266,2,False,4,True,ISIC_0056130,val,SYN_BCN_like,BCN_like,high,1bbcc3de38526389,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056130.jpg
EXACT_PHASH_000012,PHASH_000489,2,False,4,True,ISIC_0062983,train,SYN_RURAL_like,RURAL_like,high,256cdf72466c096b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062983.jpg
EXACT_PHASH_000012,PHASH_000489,2,False,4,True,ISIC_0064339,train,SYN_RURAL_like,RURAL_like,high,256cdf72466c096b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064339.jpg
EXACT_PHASH_000013,PHASH_000141,2,False,4,True,ISIC_0012222_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,26919ce62d3398ed,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012222_downsampled.jpg
EXACT_PHASH_000013,PHASH_000141,2,False,4,True,ISIC_0016003_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,26919ce62d3398ed,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0016003_downsampled.jpg
EXACT_PHASH_000014,PHASH_000164,2,False,4,True,ISIC_0024908,train,SYN_HAM_like,HAM_like,very_low,26cc9966e6993b61,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024908.jpg
EXACT_PHASH_000014,PHASH_000164,2,False,4,True,ISIC_0030079,train,SYN_HAM_like,HAM_like,very_low,26cc9966e6993b61,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030079.jpg
EXACT_PHASH_000015,PHASH_000463,2,False,4,True,ISIC_0061710,train,SYN_RURAL_like,RURAL_like,high,2f839cda986301f7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061710.jpg
EXACT_PHASH_000015,PHASH_000463,2,False,4,True,ISIC_0073018,train,SYN_RURAL_like,RURAL_like,high,2f839cda986301f7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0073018.jpg
EXACT_PHASH_000016,PHASH_000292,2,False,4,True,ISIC_0054986,train,SYN_RURAL_like,RURAL_like,moderate,317a8e4c3d74a8e9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054986.jpg
EXACT_PHASH_000016,PHASH_000292,2,False,4,True,ISIC_0067341,train,SYN_RURAL_like,RURAL_like,moderate,317a8e4c3d74a8e9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067341.jpg
EXACT_PHASH_000017,PHASH_000062,3,False,4,True,ISIC_0027596,test,SYN_BCN_like,BCN_like,very_low,3199ce66b8999a65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027596.jpg
EXACT_PHASH_000017,PHASH_000062,3,False,4,True,ISIC_0031541,test,SYN_BCN_like,BCN_like,very_low,3199ce66b8999a65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031541.jpg
EXACT_PHASH_000018,PHASH_000237,2,False,4,True,ISIC_0033057,train,SYN_RURAL_like,RURAL_like,very_low,31cdc32c1cf3e30d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0033057.jpg
EXACT_PHASH_000018,PHASH_000237,2,False,4,True,ISIC_0054706,train,SYN_BCN_like,BCN_like,very_low,31cdc32c1cf3e30d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054706.jpg
EXACT_PHASH_000019,PHASH_000052,3,False,4,True,ISIC_0024928,test,SYN_MSK_like,MSK_like,very_low,3267f384495936a7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024928.jpg
EXACT_PHASH_000019,PHASH_000052,3,False,4,True,ISIC_0027887,test,SYN_MSK_like,MSK_like,very_low,3267f384495936a7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027887.jpg
EXACT_PHASH_000020,PHASH_000229,2,False,4,True,ISIC_0030444,train,SYN_MSK_like,MSK_like,very_low,339cc61ccc73318f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030444.jpg
EXACT_PHASH_000020,PHASH_000229,2,False,4,True,ISIC_0030973,train,SYN_MSK_like,MSK_like,very_low,339cc61ccc73318f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030973.jpg
EXACT_PHASH_000021,PHASH_000111,3,False,4,True,ISIC_0062931,train,SYN_MSK_like,MSK_like,very_low,33ba476c5cb2c30d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062931.jpg
EXACT_PHASH_000021,PHASH_000111,3,False,4,True,ISIC_0071911,train,SYN_MSK_like,MSK_like,very_low,33ba476c5cb2c30d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071911.jpg
EXACT_PHASH_000022,PHASH_000134,2,False,4,True,ISIC_0000519_downsampled,train,SYN_RURAL_like,RURAL_like,high,3698385349739e8f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0000519_downsampled.jpg
EXACT_PHASH_000022,PHASH_000134,2,False,4,True,ISIC_0011295,train,SYN_HAM_like,HAM_like,high,3698385349739e8f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0011295.jpg
EXACT_PHASH_000023,PHASH_000508,2,False,4,True,ISIC_0063803,train,SYN_MSK_like,MSK_like,moderate,36c3d143b3434d3d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063803.jpg
EXACT_PHASH_000023,PHASH_000508,2,False,4,True,ISIC_0069249,train,SYN_MSK_like,MSK_like,moderate,36c3d143b3434d3d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069249.jpg
EXACT_PHASH_000024,PHASH_000443,2,False,4,True,ISIC_0060874,train,SYN_RURAL_like,RURAL_like,moderate,386943218dc7d65f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060874.jpg
EXACT_PHASH_000024,PHASH_000443,2,False,4,True,ISIC_0072581,train,SYN_RURAL_like,RURAL_like,moderate,386943218dc7d65f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072581.jpg
EXACT_PHASH_000025,PHASH_000507,2,False,4,True,ISIC_0063744,train,SYN_HAM_like,HAM_like,very_low,4b2b31e64f99c925,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063744.jpg
EXACT_PHASH_000025,PHASH_000507,2,False,4,True,ISIC_0067883,train,SYN_HAM_like,HAM_like,very_low,4b2b31e64f99c925,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067883.jpg
EXACT_PHASH_000026,PHASH_000536,2,False,4,True,ISIC_0065140,test,SYN_BCN_like,BCN_like,moderate,4b61b7de5ea9a005,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065140.jpg
EXACT_PHASH_000026,PHASH_000536,2,False,4,True,ISIC_0072994,test,SYN_BCN_like,BCN_like,moderate,4b61b7de5ea9a005,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072994.jpg
EXACT_PHASH_000027,PHASH_000160,2,False,4,True,ISIC_0024777,val,SYN_BCN_like,BCN_like,very_low,4c01692de8bdad57,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024777.jpg
EXACT_PHASH_000027,PHASH_000160,2,False,4,True,ISIC_0029938,val,SYN_BCN_like,BCN_like,very_low,4c01692de8bdad57,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029938.jpg
EXACT_PHASH_000028,PHASH_000408,2,False,4,True,ISIC_0059354,val,SYN_HAM_like,HAM_like,very_low,4e99b36e0cb3124f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059354.jpg
EXACT_PHASH_000028,PHASH_000408,2,False,4,True,ISIC_0071855,val,SYN_HAM_like,HAM_like,very_low,4e99b36e0cb3124f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071855.jpg
EXACT_PHASH_000029,PHASH_000061,3,False,4,True,ISIC_0028737,train,SYN_BCN_like,BCN_like,very_low,533b66669b914167,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0028737.jpg
EXACT_PHASH_000029,PHASH_000061,3,False,4,True,ISIC_0030057,train,SYN_BCN_like,BCN_like,very_low,533b66669b914167,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030057.jpg
EXACT_PHASH_000030,PHASH_000572,2,False,4,True,ISIC_0067799,test,SYN_RURAL_like,RURAL_like,moderate,5a3479dca97a43a1,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067799.jpg
EXACT_PHASH_000030,PHASH_000572,2,False,4,True,ISIC_0071186,test,SYN_RURAL_like,RURAL_like,moderate,5a3479dca97a43a1,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071186.jpg
EXACT_PHASH_000031,PHASH_000154,2,False,4,True,ISIC_0024394,train,SYN_MSK_like,MSK_like,very_low,5c935c93bda19217,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024394.jpg
EXACT_PHASH_000031,PHASH_000154,2,False,4,True,ISIC_0029516,train,SYN_MSK_like,MSK_like,very_low,5c935c93bda19217,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029516.jpg
EXACT_PHASH_000032,PHASH_000145,2,False,4,True,ISIC_0012887_downsampled,train,SYN_MSK_like,MSK_like,high,64bb916646aa14ef,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012887_downsampled.jpg
EXACT_PHASH_000032,PHASH_000145,2,False,4,True,ISIC_0012989_downsampled,train,SYN_MSK_like,MSK_like,high,64bb916646aa14ef,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012989_downsampled.jpg
EXACT_PHASH_000033,PHASH_000309,2,False,4,True,ISIC_0055541,train,SYN_BCN_like,BCN_like,very_low,65388ce1f3738c8d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055541.jpg
EXACT_PHASH_000033,PHASH_000309,2,False,4,True,ISIC_0072938,train,SYN_BCN_like,BCN_like,very_low,65388ce1f3738c8d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072938.jpg
EXACT_PHASH_000034,PHASH_000144,2,False,4,True,ISIC_0012756_downsampled,test,SYN_RURAL_like,RURAL_like,high,6a8ab2ae49bb24a7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012756_downsampled.jpg
EXACT_PHASH_000034,PHASH_000144,2,False,4,True,ISIC_0013184_downsampled,test,SYN_RURAL_like,RURAL_like,high,6a8ab2ae49bb24a7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013184_downsampled.jpg
EXACT_PHASH_000035,PHASH_000521,2,False,4,True,ISIC_0064300,test,SYN_BCN_like,BCN_like,moderate,6baa8e82e3aa0e2f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064300.jpg
EXACT_PHASH_000035,PHASH_000521,2,False,4,True,ISIC_0066115,test,SYN_BCN_like,BCN_like,moderate,6baa8e82e3aa0e2f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066115.jpg
EXACT_PHASH_000036,PHASH_000255,2,False,4,True,ISIC_0054074,train,SYN_RURAL_like,RURAL_like,moderate,6fd0d5a3fb04c843,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054074.jpg
EXACT_PHASH_000036,PHASH_000255,2,False,4,True,ISIC_0071589,train,SYN_RURAL_like,RURAL_like,moderate,6fd0d5a3fb04c843,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071589.jpg
EXACT_PHASH_000037,PHASH_000283,2,False,4,True,ISIC_0054763,val,SYN_BCN_like,BCN_like,high,733ca3f48e50cc8b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054763.jpg
EXACT_PHASH_000037,PHASH_000283,2,False,4,True,ISIC_0054802,val,SYN_BCN_like,BCN_like,high,733ca3f48e50cc8b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054802.jpg
EXACT_PHASH_000038,PHASH_000391,2,False,4,True,ISIC_0058767,val,SYN_BCN_like,BCN_like,moderate,7652d54a7a8ac8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058767.jpg
EXACT_PHASH_000038,PHASH_000391,2,False,4,True,ISIC_0060120,val,SYN_BCN_like,BCN_like,moderate,7652d54a7a8ac8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060120.jpg
EXACT_PHASH_000039,PHASH_000528,2,False,4,True,ISIC_0064670,val,SYN_RURAL_like,RURAL_like,low,7b48c9a81e61eb87,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064670.jpg
EXACT_PHASH_000039,PHASH_000528,2,False,4,True,ISIC_0072410,val,SYN_RURAL_like,RURAL_like,low,7b48c9a81e61eb87,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072410.jpg
EXACT_PHASH_000040,PHASH_000503,2,False,4,True,ISIC_0063659,train,SYN_RURAL_like,RURAL_like,very_low,7be0f2a1e2a14a8f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063659.jpg
EXACT_PHASH_000040,PHASH_000503,2,False,4,True,ISIC_0071073,train,SYN_MSK_like,MSK_like,very_low,7be0f2a1e2a14a8f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071073.jpg
EXACT_PHASH_000041,PHASH_000438,2,False,4,True,ISIC_0060482,val,SYN_RURAL_like,RURAL_like,low,7eeaf1281ca2e30b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060482.jpg
EXACT_PHASH_000041,PHASH_000438,2,False,4,True,ISIC_0062371,val,SYN_RURAL_like,RURAL_like,low,7eeaf1281ca2e30b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062371.jpg
EXACT_PHASH_000042,PHASH_000433,2,False,4,True,ISIC_0060343,val,SYN_HAM_like,HAM_like,moderate,8716265e5efaec01,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060343.jpg
EXACT_PHASH_000042,PHASH_000433,2,False,4,True,ISIC_0065721,val,SYN_HAM_like,HAM_like,moderate,8716265e5efaec01,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065721.jpg
EXACT_PHASH_000043,PHASH_000520,2,False,4,True,ISIC_0064289,test,SYN_RURAL_like,RURAL_like,very_low,8945d996d6b9aa85,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064289.jpg
EXACT_PHASH_000043,PHASH_000520,2,False,4,True,ISIC_0067718,test,SYN_RURAL_like,RURAL_like,very_low,8945d996d6b9aa85,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067718.jpg
EXACT_PHASH_000044,PHASH_000050,3,True,4,True,ISIC_0024753,train,SYN_BCN_like,BCN_like,very_low,89cd3366cc993365,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024753.jpg
EXACT_PHASH_000044,PHASH_000050,3,True,4,True,ISIC_0027519,train,SYN_BCN_like,BCN_like,very_low,89cd3366cc993365,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027519.jpg
EXACT_PHASH_000045,PHASH_000465,2,False,4,True,ISIC_0061802,val,SYN_RURAL_like,RURAL_like,low,8b8983aaeeaaf129,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061802.jpg
EXACT_PHASH_000045,PHASH_000465,2,False,4,True,ISIC_0073100,val,SYN_RURAL_like,RURAL_like,low,8b8983aaeeaaf129,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0073100.jpg
EXACT_PHASH_000046,PHASH_000053,3,False,4,True,ISIC_0024938,val,SYN_RURAL_like,RURAL_like,very_low,8bcc3893c3697c87,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024938.jpg
EXACT_PHASH_000046,PHASH_000053,3,False,4,True,ISIC_0025231,val,SYN_RURAL_like,RURAL_like,very_low,8bcc3893c3697c87,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0025231.jpg
EXACT_PHASH_000046,PHASH_000053,3,False,4,True,ISIC_0030065,val,SYN_RURAL_like,RURAL_like,very_low,8bcc3893c3697c87,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030065.jpg
EXACT_PHASH_000047,PHASH_000153,2,False,4,True,ISIC_0024366,train,SYN_HAM_like,HAM_like,very_low,8c6e992673998b65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0024366.jpg
EXACT_PHASH_000047,PHASH_000153,2,False,4,True,ISIC_0029861,train,SYN_HAM_like,HAM_like,very_low,8c6e992673998b65,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029861.jpg
EXACT_PHASH_000048,PHASH_000072,3,False,4,True,ISIC_0053492,val,SYN_MSK_like,MSK_like,high,931853f12d0bc6b7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0053492.jpg
EXACT_PHASH_000048,PHASH_000072,3,False,4,True,ISIC_0064875,val,SYN_MSK_like,MSK_like,high,931853f12d0bc6b7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064875.jpg
EXACT_PHASH_000049,PHASH_000392,2,False,4,True,ISIC_0058770,val,SYN_BCN_like,BCN_like,high,949e4b74c65a3ca9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058770.jpg
EXACT_PHASH_000049,PHASH_000392,2,False,4,True,ISIC_0073173,val,SYN_BCN_like,BCN_like,high,949e4b74c65a3ca9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0073173.jpg
EXACT_PHASH_000050,PHASH_000312,2,False,4,True,ISIC_0055643,train,SYN_RURAL_like,RURAL_like,high,962c59b6e3d62629,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055643.jpg
EXACT_PHASH_000050,PHASH_000312,2,False,4,True,ISIC_0065417,train,SYN_RURAL_like,RURAL_like,high,962c59b6e3d62629,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065417.jpg
EXACT_PHASH_000051,PHASH_000210,2,False,4,True,ISIC_0027989,train,SYN_MSK_like,MSK_like,low,96d09b984b692da7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027989.jpg
EXACT_PHASH_000051,PHASH_000210,2,False,4,True,ISIC_0029548,train,SYN_MSK_like,MSK_like,low,96d09b984b692da7,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029548.jpg
EXACT_PHASH_000052,PHASH_000228,2,False,4,True,ISIC_0030367,train,SYN_RURAL_like,RURAL_like,very_low,99e4c69c9c797885,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0030367.jpg
EXACT_PHASH_000052,PHASH_000228,2,False,4,True,ISIC_0031905,train,SYN_RURAL_like,RURAL_like,very_low,99e4c69c9c797885,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031905.jpg
EXACT_PHASH_000053,PHASH_000419,2,False,4,True,ISIC_0059661,val,SYN_HAM_like,HAM_like,very_low,9bb34e4c913342cf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059661.jpg
EXACT_PHASH_000053,PHASH_000419,2,False,4,True,ISIC_0066326,val,SYN_HAM_like,HAM_like,very_low,9bb34e4c913342cf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066326.jpg
EXACT_PHASH_000054,PHASH_000325,2,False,4,True,ISIC_0056067,test,SYN_RURAL_like,RURAL_like,very_low,9bc3643c92f3690d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056067.jpg
EXACT_PHASH_000054,PHASH_000325,2,False,4,True,ISIC_0067320,test,SYN_RURAL_like,RURAL_like,very_low,9bc3643c92f3690d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067320.jpg
EXACT_PHASH_000055,PHASH_000539,2,False,4,True,ISIC_0065588,train,SYN_RURAL_like,RURAL_like,low,9ef40d52b740dc8b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065588.jpg
EXACT_PHASH_000055,PHASH_000539,2,False,4,True,ISIC_0065639,train,SYN_RURAL_like,RURAL_like,low,9ef40d52b740dc8b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065639.jpg
EXACT_PHASH_000056,PHASH_000342,2,False,4,True,ISIC_0056728,train,SYN_RURAL_like,RURAL_like,high,9f2065aafba2de01,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056728.jpg
EXACT_PHASH_000056,PHASH_000342,2,False,4,True,ISIC_0068343,train,SYN_RURAL_like,RURAL_like,high,9f2065aafba2de01,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068343.jpg
EXACT_PHASH_000057,PHASH_000142,2,False,4,True,ISIC_0012290_downsampled,train,SYN_RURAL_like,RURAL_like,high,a329398376cb9297,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012290_downsampled.jpg
EXACT_PHASH_000057,PHASH_000142,2,False,4,True,ISIC_0013594_downsampled,train,SYN_MSK_like,MSK_like,high,a329398376cb9297,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013594_downsampled.jpg
EXACT_PHASH_000058,PHASH_000562,2,False,4,True,ISIC_0067502,train,SYN_BCN_like,BCN_like,high,a53e5ce11a23a15f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067502.jpg
EXACT_PHASH_000058,PHASH_000562,2,False,4,True,ISIC_0067980,train,SYN_RURAL_like,RURAL_like,very_low,a53e5ce11a23a15f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067980.jpg
EXACT_PHASH_000059,PHASH_000511,2,False,4,True,ISIC_0064007,train,SYN_BCN_like,BCN_like,very_low,a583c5ab1f013e2f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064007.jpg
EXACT_PHASH_000059,PHASH_000511,2,False,4,True,ISIC_0071850,train,SYN_HAM_like,HAM_like,very_low,a583c5ab1f013e2f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071850.jpg
EXACT_PHASH_000060,PHASH_000494,2,False,4,True,ISIC_0063304,train,SYN_RURAL_like,RURAL_like,low,a5bc43f40752f8a9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063304.jpg
EXACT_PHASH_000060,PHASH_000494,2,False,4,True,ISIC_0064285,train,SYN_RURAL_like,RURAL_like,low,a5bc43f40752f8a9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064285.jpg
EXACT_PHASH_000061,PHASH_000351,2,False,4,True,ISIC_0057051,test,SYN_RURAL_like,RURAL_like,moderate,a63cd6f4135229ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0057051.jpg
EXACT_PHASH_000061,PHASH_000351,2,False,4,True,ISIC_0066220,test,SYN_RURAL_like,RURAL_like,moderate,a63cd6f4135229ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066220.jpg
EXACT_PHASH_000062,PHASH_000357,2,False,4,True,ISIC_0057272,train,SYN_RURAL_like,RURAL_like,low,ac6d728e937c4c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0057272.jpg
EXACT_PHASH_000062,PHASH_000357,2,False,4,True,ISIC_0072042,train,SYN_RURAL_like,RURAL_like,low,ac6d728e937c4c43,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072042.jpg
EXACT_PHASH_000063,PHASH_000246,2,False,4,True,ISIC_0053738,test,SYN_RURAL_like,RURAL_like,moderate,b2bc53dc535289a9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0053738.jpg
