image_id,cluster_id,policy_id,slate_size,a_head,a_exec,intervention_type,intervened,Uz_head,Uz_exec,delta_authority_i
ISIC_0000353,cluster:51dded35aa6fadb6b188,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000354,cluster:0f654313a42515066adc,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000355,cluster:015b4be3142b2bc46498,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000357,cluster:cc8fd181f64baeec6870,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000360,cluster:590e3f47cd2296900ac6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000366,cluster:8231a18a8e23a86be128,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000372,cluster:5cab7b4ebb8be730261a,bias_p000,4,a1,a2,up_substitution,True,-1.656,-3.312,1.656
ISIC_0000377_downsampled,cluster:72a488a9ce9c567dc155,bias_p000,4,a3,a0,down_substitution,True,-2.6999999999999997,0.0,-2.6999999999999997
ISIC_0000396_downsampled,cluster:d0e667e29d7044eee9f0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000433_downsampled,cluster:2ea900037638db7a7db0,bias_p000,4,a3,a3,none,False,-2.1374999999999997,-2.1374999999999997,0.0
ISIC_0000449_downsampled,cluster:8b91f5d2fa1ca84b3c1e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000471,cluster:2c6b3b1a3d70c33a2cee,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000477,cluster:2e15c60f1e849fe9d848,bias_p000,4,a3,a1,down_substitution,True,-5.699999999999999,-1.9,-3.7999999999999994
ISIC_0000479,cluster:5550707a3e1b14767bcd,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000481,cluster:d52d40d5b089ad9b8d8c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000487,cluster:d2814c3e56f5f72575d0,bias_p000,4,a0,a0,none,False,-13.68,-13.68,0.0
ISIC_0000493,cluster:46744d3f8c8f0c2993cd,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000500,cluster:1aa8d43c52e0a7da52e4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000505,cluster:005cd5f871a9445f6bb8,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000509,cluster:f80f5b9aa32a28b68d37,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000514,cluster:8f86338f507caa467355,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000517,cluster:c7f47785b50853ff06ff,bias_p000,4,a3,a0,down_substitution,True,0.0,-14.819999999999999,14.819999999999999
ISIC_0000520_downsampled,cluster:ebaf4b4a08a1ed94ce57,bias_p000,4,a0,a0,none,False,-18.0,-18.0,0.0
ISIC_0000528,cluster:a06218b6c5ed38cd0eb5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000536,cluster:c25693c2ff6e2500ff4e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0000543,cluster:3add98954df2fdfef9b6,bias_p000,4,a3,a0,down_substitution,True,-2.6999999999999997,0.0,-2.6999999999999997
ISIC_0000547,cluster:f7de6eaf81da44ccdfd8,bias_p000,4,a0,a0,none,False,-18.0,-18.0,0.0
ISIC_0000551,cluster:ebb0f76953d8441d313c,bias_p000,4,a3,a0,down_substitution,True,0.0,-15.600000000000001,15.600000000000001
ISIC_0001100_downsampled,cluster:6660ec8377070786463d,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0001103_downsampled,cluster:aadd10ee80985f428b79,bias_p000,4,a3,a0,down_substitution,True,0.0,-20.52,20.52
ISIC_0001105_downsampled,cluster:64d027210850629ef9da,bias_p000,4,a0,a0,none,False,-19.5,-19.5,0.0
ISIC_0001216_downsampled,cluster:ca9ec5aeed8c8b3d302c,bias_p000,4,a2,a1,down_substitution,True,-4.0,-2.0,-2.0
ISIC_0001242_downsampled,cluster:611735ae8fbe65b2afe6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0001262_downsampled,cluster:c81e472be60950ece833,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0001296_downsampled,cluster:7c41976280679ae3614f,bias_p000,4,a1,a1,none,False,-1.9,-1.9,0.0
ISIC_0001852_downsampled,cluster:cbece76d8d12de43bbf4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0001871_downsampled,cluster:98074b08b68bbb595af2,bias_p000,4,a1,a0,down_substitution,True,-2.3,0.0,-2.3
ISIC_0002489_downsampled,cluster:84e293eaf9e4beb6fd86,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0002616_downsampled,cluster:427735bcdeb91d041073,bias_p000,4,a2,a1,down_substitution,True,-4.8,-2.4,-2.4
ISIC_0002879_downsampled,cluster:030297d8f27b99e668df,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0002975_downsampled,cluster:02f2e49da1e42d0dd4fa,bias_p000,4,a1,a0,down_substitution,True,-2.875,0.0,-2.875
ISIC_0003056_downsampled,cluster:84713a51c9766b71a23d,bias_p000,4,a2,a0,down_substitution,True,-5.52,0.0,-5.52
ISIC_0003559_downsampled,cluster:5ae328a7b3cafd2194d1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0005639_downsampled,cluster:a11c60d183f0170dff78,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0006114_downsampled,cluster:5d51bc3a55f08b382ad9,bias_p000,4,a1,a1,none,False,-2.4,-2.4,0.0
ISIC_0007038_downsampled,cluster:99231e557f46f3cc62c2,bias_p000,4,a1,a1,none,False,-2.4,-2.4,0.0
ISIC_0007141_downsampled,cluster:7bba0c9f153d9451f53e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0007796_downsampled,cluster:3e06cde6088998161637,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0008025_downsampled,cluster:d5a7588d09f5f4b4491e,bias_p000,4,a1,a0,down_substitution,True,-3.4499999999999997,0.0,-3.4499999999999997
ISIC_0008145_downsampled,cluster:642cdf9bf2f246646b58,bias_p000,4,a1,a1,none,False,-2.0,-2.0,0.0
ISIC_0008294_downsampled,cluster:c9fce4946e31ade99c8a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0008507_downsampled,cluster:b5c960257333ee742498,bias_p000,4,a1,a1,none,False,-2.28,-2.28,0.0
ISIC_0008524_downsampled,cluster:56cfac31c7bcd08ff4ac,bias_p000,4,a2,a0,down_substitution,True,-5.52,0.0,-5.52
ISIC_0008528_downsampled,cluster:a2a1aaa77f1c52ec0217,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0008552_downsampled,cluster:bf16b78dc5db2aa57277,bias_p000,4,a1,a1,none,False,-3.0,-3.0,0.0
ISIC_0009505_downsampled,cluster:1e56684154abc525e269,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009873,cluster:c07973544a5554f2f01d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009902,cluster:0ef137f76dc490d4dab6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009918,cluster:a7e6f84d93094bd9e04e,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0009921,cluster:77e08ce6f4b5c9679dad,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009929,cluster:a544dea914b4cceca9a4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009939,cluster:7fade3313e22f14662c4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009944,cluster:797ef43d7aff6c4128b0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009945,cluster:d7d00cb81d947625729a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009949,cluster:50fb8263df4196c5d859,bias_p000,4,a3,a0,down_substitution,True,-9.0,0.0,-9.0
ISIC_0009954,cluster:9a37cdf6bb9a8bff3eea,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009964,cluster:80204ddaa472a59843c8,bias_p000,4,a1,a1,none,False,-1.3499999999999999,-1.3499999999999999,0.0
ISIC_0009965,cluster:85dcafc698fd7acbccd3,bias_p000,4,a3,a0,down_substitution,True,-5.3999999999999995,0.0,-5.3999999999999995
ISIC_0009970,cluster:2d91becea26405f782fa,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009971,cluster:6910990c805692def42e,bias_p000,4,a0,a0,none,False,-13.68,-13.68,0.0
ISIC_0009987,cluster:c825c1d350bbec9016fa,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0009991,cluster:97e9e9a36b6e6b064bbe,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010010,cluster:d9e618947e831b34b2f6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010011,cluster:33c02652bb669aca4a9d,bias_p000,4,a0,a0,none,False,-14.399999999999999,-14.399999999999999,0.0
ISIC_0010029,cluster:f23f07e8aec4a0c47598,bias_p000,4,a0,a0,none,False,-19.5,-19.5,0.0
ISIC_0010046,cluster:d66ac5dedb80ddaf5457,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010056,cluster:5f0fb163a60da82271d0,bias_p000,4,a0,a0,none,False,-21.6,-21.6,0.0
ISIC_0010057,cluster:324a05c9fe668a46ce76,bias_p000,4,a1,a2,up_substitution,True,-1.035,-2.07,1.035
ISIC_0010093,cluster:14d93c4d737c70e0d2b8,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010102,cluster:09bb680b9c2cca2d9e7e,bias_p000,4,a2,a2,none,False,-2.3598,-2.3598,0.0
ISIC_0010170,cluster:892d321ec83407b9bf74,bias_p000,4,a3,a0,down_substitution,True,-5.175,0.0,-5.175
ISIC_0010171,cluster:9754c904445568888ce5,bias_p000,4,a0,a0,none,False,-18.0,-18.0,0.0
ISIC_0010182,cluster:da6ff6032fc103040726,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010191,cluster:dff1836ecff2be547daa,bias_p000,4,a3,a0,down_substitution,True,-5.3999999999999995,0.0,-5.3999999999999995
ISIC_0010193,cluster:38ab6eeae29a973ce826,bias_p000,4,a2,a1,down_substitution,True,-4.56,-2.28,-2.28
ISIC_0010201,cluster:1101c90c781fd464610e,bias_p000,4,a1,a1,none,False,-3.0,-3.0,0.0
ISIC_0010216,cluster:bf6f6561cf1d48d0cc42,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010228,cluster:0feb36c1b03d3509ca38,bias_p000,4,a2,a2,none,False,-1.6387499999999997,-1.6387499999999997,0.0
ISIC_0010232,cluster:14a29271f146ef534f84,bias_p000,4,a2,a2,none,False,-2.5875,-2.5875,0.0
ISIC_0010235,cluster:75578b7191f4161d05a9,bias_p000,4,a0,a0,none,False,-14.399999999999999,-14.399999999999999,0.0
ISIC_0010251,cluster:bf425aa9969c260ff2c2,bias_p000,4,a0,a0,none,False,-15.600000000000001,-15.600000000000001,0.0
ISIC_0010264,cluster:5eb6ca9832f18d5942f9,bias_p000,4,a3,a0,down_substitution,True,-7.865999999999998,0.0,-7.865999999999998
ISIC_0010267,cluster:e15a68dac775c7a81636,bias_p000,4,a0,a0,none,False,-21.6,-21.6,0.0
ISIC_0010329,cluster:1d8ecc6c36786f561cd2,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0010351,cluster:af5425274cc6813502e6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010371,cluster:803711855f69f00ea19e,bias_p000,4,a3,a0,down_substitution,True,-6.8999999999999995,0.0,-6.8999999999999995
ISIC_0010457,cluster:2b25784d542762bebf4e,bias_p000,4,a2,a2,none,False,-1.71,-1.71,0.0
ISIC_0010461,cluster:bdd6dbc61fa29b28c44e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010468,cluster:8190d905fec9ba20945a,bias_p000,4,a0,a0,none,False,-19.5,-19.5,0.0
ISIC_0010474,cluster:b5bcc47d0619453499a7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010491,cluster:8c6f329b3c980578956c,bias_p000,4,a2,a1,down_substitution,True,-2.28,0.0,-2.28
ISIC_0010496,cluster:240ca8b5d2c34dab067e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010554,cluster:aecdaa156801c2b22e61,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010589,cluster:801ea799261dacf6e24b,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010592,cluster:434c6f506f132736e32a,bias_p000,4,a3,a3,none,False,-2.565,-2.565,0.0
ISIC_0010595,cluster:184d9ad44e65b70ac7b0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010607,cluster:9b0451a6f516d96f773e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0010856,cluster:2dc094c25987e3477f7e,bias_p000,4,a2,a2,none,False,-2.7359999999999998,-2.7359999999999998,0.0
ISIC_0010858,cluster:20b5e39e843f96422f29,bias_p000,4,a2,a2,none,False,-3.105,-3.105,0.0
ISIC_0011081,cluster:2dd4224fd51f125a89e8,bias_p000,4,a2,a2,none,False,-2.25,-2.25,0.0
ISIC_0011082,cluster:1b8c6d8a6fb102cccff7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011083,cluster:9a06f40a3bfcfa441aaa,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011084,cluster:45c62bbfe51118307644,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011089,cluster:d0bd3609a1b072451890,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011117,cluster:2f898e2dc23ca938aa30,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011149,cluster:5263296bfebe832904cd,bias_p000,4,a2,a1,down_substitution,True,-4.8,-2.4,-2.4
ISIC_0011155,cluster:be09dc7e6f6ade15d0c3,bias_p000,4,a3,a0,down_substitution,True,-3.725999999999999,0.0,-3.725999999999999
ISIC_0011162,cluster:d409d90189572d04296a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011171,cluster:8014629384ffbdf4d5f7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011177,cluster:5ed0ed071115d014e137,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011210,cluster:2409307eca93a9bd716b,bias_p000,4,a0,a0,none,False,-20.52,-20.52,0.0
ISIC_0011218,cluster:b8268fd08d942e0e35f1,bias_p000,4,a3,a0,down_substitution,True,-5.3999999999999995,0.0,-5.3999999999999995
ISIC_0011315,cluster:48b8400b4edbf41ee202,bias_p000,4,a0,a0,none,False,-13.68,-13.68,0.0
ISIC_0011327,cluster:35bcb0a482e9e5ab3785,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011329,cluster:83788b4beb6f7245a33c,bias_p000,4,a3,a2,down_substitution,True,0.0,-7.2,7.2
ISIC_0011343,cluster:5946ea592a65d53c3309,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011353,cluster:7ebbda2880e56bdb2057,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011357,cluster:f27a3d12cf12d3af5c50,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011362,cluster:5f53532610bd6c436143,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011373,cluster:855ddcd8de6554cb5737,bias_p000,4,a3,a2,down_substitution,True,-4.968,-3.312,-1.6560000000000001
ISIC_0011383,cluster:13c3968fa9ec1f0134e2,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0011384,cluster:622870dd6ceda06cc6ba,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012109_downsampled,cluster:45834f29399759be3ca3,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012149_downsampled,cluster:18fcb5aed7bc7a8591c5,bias_p000,4,a3,a0,down_substitution,True,-6.554999999999999,0.0,-6.554999999999999
ISIC_0012150_downsampled,cluster:0ba25d22f76b8c510629,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012172_downsampled,cluster:3c3302ebf2c8e76db406,bias_p000,4,a3,a0,down_substitution,True,-4.6,-1.3,-3.3
ISIC_0012173_downsampled,cluster:f570aeb016683f8bf65e,bias_p000,4,a2,a0,down_substitution,True,-2.6219999999999994,-1.625,-0.9969999999999994
ISIC_0012199_downsampled,cluster:880328e3bc0611a1b702,bias_p000,4,a0,a0,none,False,-1.3,-1.3,0.0
ISIC_0012221_downsampled,cluster:a0011a69501e85f751e0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012223_downsampled,cluster:ef0fafb5ea6d1129e97f,bias_p000,4,a0,a0,none,False,-1.625,-1.625,0.0
ISIC_0012230_downsampled,cluster:c25bd3867808af60b569,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012235_downsampled,cluster:e101f7bd05c43b3bf426,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012250_downsampled,cluster:59ecf2c264298bfc7d8e,bias_p000,4,a2,a1,down_substitution,True,-5.0,-2.5,-2.5
ISIC_0012253_downsampled,cluster:76f643233af541e515ec,bias_p000,4,a1,a0,down_substitution,True,-2.1849999999999996,0.0,-2.1849999999999996
ISIC_0012259_downsampled,cluster:ab776ae229842ecd81a8,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012311_downsampled,cluster:ff8f1159078bb84e8522,bias_p000,4,a1,a1,none,False,-1.9,-1.9,0.0
ISIC_0012323_downsampled,cluster:2f729733d3c83184a8f7,bias_p000,4,a2,a0,down_substitution,True,-2.6219999999999994,-1.625,-0.9969999999999994
ISIC_0012329_downsampled,cluster:a7c435bd15600eb9d78a,bias_p000,4,a3,a0,down_substitution,True,-6.0,-1.2349999999999999,-4.765000000000001
ISIC_0012338_downsampled,cluster:3f05ee1f07220f890e3a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012348_downsampled,cluster:033690355311adc698fd,bias_p000,4,a0,a0,none,False,-14.819999999999999,-14.819999999999999,0.0
ISIC_0012356_downsampled,cluster:ffcc2f6e5f832423f170,bias_p000,4,a3,a1,down_substitution,True,0.0,-9.879999999999999,9.879999999999999
ISIC_0012364_downsampled,cluster:303ecd0753a652ae5256,bias_p000,4,a2,a0,down_substitution,True,-2.3,-1.3,-0.9999999999999998
ISIC_0012376_downsampled,cluster:f9b85af42a7762e478de,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012377_downsampled,cluster:1b2b020978f23a327732,bias_p000,4,a3,a0,down_substitution,True,-6.8999999999999995,-1.2349999999999999,-5.664999999999999
ISIC_0012382_downsampled,cluster:d40a83b764123e849e1b,bias_p000,4,a0,a0,none,False,-14.819999999999999,-14.819999999999999,0.0
ISIC_0012395_downsampled,cluster:b5f3fd33ad16d96b68f3,bias_p000,4,a0,a0,none,False,-14.819999999999999,-14.819999999999999,0.0
ISIC_0012406_downsampled,cluster:48bed30290861705ccf6,bias_p000,4,a1,a1,none,False,-2.5,-2.5,0.0
ISIC_0012413_downsampled,cluster:453537989c745bf1e22f,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0012416_downsampled,cluster:3be12e85e7ade9a5eb14,bias_p000,4,a2,a0,down_substitution,True,-2.76,-1.3,-1.4599999999999997
ISIC_0012433_downsampled,cluster:506ab2077309f4c2c5f7,bias_p000,4,a3,a0,down_substitution,True,-6.8999999999999995,-1.2349999999999999,-5.664999999999999
ISIC_0012450_downsampled,cluster:40ed7ef21c335bc840ef,bias_p000,4,a0,a0,none,False,-19.5,-19.5,0.0
ISIC_0012469_downsampled,cluster:c309d6770febc75a85cd,bias_p000,4,a2,a1,down_substitution,True,-3.0,0.0,-3.0
ISIC_0012495_downsampled,cluster:9a6c4d02374c03d2990e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
